wl_position,days_before_travel,class_type,train_type,route_demand_score,season_index,day_of_week,confirmed
55,85,2A,Mail,0.4591,0.9309,Sun,0
54,96,2A,Mail,0.5437,0.0067,Sun,0
9,32,SL,Duronto,0.3565,0.458,Sat,1
27,3,1A,Rajdhani,0.3678,0.7005,Mon,0
25,77,2A,Duronto,0.3934,0.0079,Fri,0
4,49,1A,Rajdhani,0.6849,0.5339,Tue,1
9,47,3A,Mail,0.2567,0.2818,Sun,0
46,98,SL,Mail,0.9401,0.5396,Sun,0
15,26,3A,Superfast,0.3815,0.6235,Thu,1
16,5,2A,Mail,0.4196,0.9893,Wed,0
16,57,SL,Rajdhani,0.1475,0.1466,Thu,1
13,62,3A,Mail,0.465,0.2115,Thu,1
14,0,1A,Mail,0.6965,0.4877,Fri,1
22,106,3A,Mail,0.3384,0.2612,Fri,1
21,27,1A,Express,0.1924,0.5343,Mon,0
9,28,2A,Duronto,0.7676,0.9136,Thu,1
55,95,1A,Express,0.595,0.962,Wed,0
41,27,2A,Superfast,0.4891,0.272,Fri,0
53,90,3A,Rajdhani,0.3859,0.7992,Wed,0
4,73,2A,Express,0.2853,0.9684,Mon,1
10,81,SL,Rajdhani,0.1158,0.3438,Tue,1
35,67,SL,Superfast,0.266,0.8474,Sat,0
53,101,3A,Duronto,0.2743,0.2685,Mon,0
9,114,SL,Rajdhani,0.3356,0.3123,Wed,1
51,40,3A,Duronto,0.2723,0.7352,Wed,0
48,105,1A,Superfast,0.0232,0.6273,Wed,0
16,115,3A,Duronto,0.2942,0.6225,Sat,1
49,54,3A,Superfast,0.0093,0.3854,Mon,0
18,31,3A,Mail,0.7365,0.67,Fri,1
10,68,1A,Superfast,0.1901,0.5834,Sat,1
21,21,2A,Superfast,0.1198,0.0552,Mon,0
51,120,SL,Duronto,0.6326,0.7477,Sun,1
54,111,SL,Rajdhani,0.9491,0.3958,Thu,0
15,56,2A,Mail,0.9219,0.5878,Fri,1
15,21,1A,Express,0.55,0.2159,Fri,1
11,65,2A,Express,0.3469,0.734,Thu,0
40,40,2A,Rajdhani,0.2202,0.8006,Fri,0
54,42,1A,Rajdhani,0.3836,0.8503,Wed,0
48,33,1A,Mail,0.0445,0.5197,Sat,0
42,113,2A,Superfast,0.586,0.9498,Wed,1
41,1,3A,Rajdhani,0.9072,0.7671,Sat,0
47,109,1A,Mail,0.6652,0.4304,Sat,0
54,118,1A,Rajdhani,0.6193,0.8181,Thu,0
37,58,2A,Superfast,0.2848,0.2539,Wed,0
20,35,1A,Rajdhani,0.4435,0.2536,Sat,0
34,103,SL,Mail,0.9536,0.316,Thu,0
22,7,1A,Superfast,0.7413,0.2395,Thu,1
48,32,3A,Superfast,0.0629,0.3586,Tue,0
18,32,SL,Rajdhani,0.1879,0.6053,Sun,0
16,67,SL,Duronto,0.4364,0.2745,Wed,1
5,17,SL,Duronto,0.8397,0.7147,Thu,1
1,63,1A,Duronto,0.9098,0.6048,Tue,1
19,60,2A,Rajdhani,0.3291,0.6971,Wed,1
10,82,SL,Rajdhani,0.1755,0.4659,Wed,1
21,9,1A,Rajdhani,0.1241,0.9266,Wed,0
13,49,1A,Express,0.0819,0.3569,Mon,1
55,105,SL,Express,0.1603,0.6579,Sun,0
24,104,SL,Mail,0.1001,0.5332,Fri,1
23,93,2A,Mail,0.4975,0.9269,Wed,1
23,21,SL,Superfast,0.7585,0.4798,Wed,1
11,38,2A,Mail,0.2993,0.9882,Sat,1
47,101,3A,Mail,0.5141,0.2872,Fri,0
2,64,SL,Express,0.8791,0.8499,Sat,1
6,29,2A,Duronto,0.9197,0.9863,Mon,0
53,4,3A,Mail,0.3514,0.147,Mon,0
11,114,SL,Mail,0.7327,0.3596,Wed,1
15,110,3A,Mail,0.0716,0.7063,Thu,0
9,25,SL,Mail,0.5731,0.8957,Sun,1
12,119,SL,Express,0.5916,0.7461,Thu,1
58,62,1A,Duronto,0.5458,0.109,Sun,0
59,45,3A,Express,0.165,0.5513,Mon,0
36,30,1A,Express,0.6663,0.3534,Sat,1
28,102,3A,Duronto,0.2314,0.1031,Wed,0
23,40,2A,Rajdhani,0.9172,0.668,Fri,0
27,11,SL,Mail,0.0886,0.3872,Mon,1
24,16,3A,Mail,0.6759,0.0003,Tue,1
14,17,2A,Express,0.3896,0.1603,Sun,1
54,65,1A,Superfast,0.3304,0.902,Tue,0
35,112,SL,Mail,0.304,0.8384,Tue,0
27,87,SL,Rajdhani,0.3716,0.9373,Mon,1
21,91,1A,Express,0.2326,0.4699,Sun,0
49,115,1A,Duronto,0.8428,0.688,Sat,0
13,38,3A,Rajdhani,0.6276,0.5527,Sun,1
8,73,1A,Superfast,0.7387,0.5389,Sun,1
44,110,1A,Superfast,0.2322,0.2775,Fri,0
44,32,1A,Superfast,0.2099,0.8586,Tue,0
44,87,3A,Duronto,0.4278,0.193,Sat,0
59,74,1A,Rajdhani,0.7083,0.6412,Fri,0
34,7,3A,Superfast,0.9719,0.9384,Thu,0
42,90,SL,Superfast,0.368,0.6933,Sat,0
23,25,1A,Express,0.862,0.6237,Wed,0
9,75,3A,Duronto,0.9314,0.3258,Sun,1
1,34,3A,Superfast,0.007,0.4628,Fri,0
36,56,2A,Duronto,0.7144,0.0607,Tue,0
55,78,3A,Superfast,0.4278,0.0406,Sat,0
46,20,2A,Mail,0.5905,0.0039,Mon,0
16,36,3A,Mail,0.5285,0.3717,Mon,1
25,93,3A,Rajdhani,0.8661,0.0065,Tue,0
18,4,2A,Rajdhani,0.1862,0.6968,Sun,0
34,16,SL,Duronto,0.6888,0.7514,Thu,1
38,89,SL,Duronto,0.2513,0.5348,Sun,1
3,97,SL,Express,0.8349,0.3736,Sat,1
20,96,2A,Duronto,0.8733,0.0157,Tue,1
19,81,1A,Rajdhani,0.2143,0.8507,Mon,1
13,24,3A,Express,0.3554,0.7469,Sat,0
17,104,2A,Superfast,0.5323,0.2267,Tue,0
14,60,1A,Rajdhani,0.0665,0.457,Sat,1
30,93,1A,Superfast,0.5056,0.9779,Sun,0
22,36,SL,Rajdhani,0.599,0.6955,Tue,0
43,83,1A,Mail,0.9102,0.2878,Sat,0
48,108,2A,Mail,0.3659,0.3207,Wed,0
43,65,2A,Express,0.2402,0.9309,Wed,1
29,117,SL,Duronto,0.5315,0.4606,Thu,0
50,12,3A,Express,0.817,0.2293,Sat,0
2,120,3A,Duronto,0.5687,0.5469,Tue,1
55,39,SL,Express,0.8646,0.7288,Sun,0
53,41,3A,Superfast,0.1798,0.496,Sun,0
8,83,1A,Express,0.871,0.2859,Tue,1
14,69,SL,Duronto,0.5604,0.6368,Wed,0
34,74,1A,Superfast,0.2829,0.7043,Sat,0
13,109,1A,Superfast,0.0906,0.5752,Wed,1
10,24,3A,Express,0.0767,0.2534,Mon,1
8,41,SL,Rajdhani,0.6747,0.0546,Fri,1
7,9,2A,Mail,0.9494,0.216,Sat,0
13,94,2A,Mail,0.725,0.3905,Sat,0
26,42,2A,Express,0.7385,0.7275,Tue,0
56,67,SL,Rajdhani,0.1995,0.9272,Wed,0
59,88,1A,Superfast,0.3135,0.6798,Sun,0
32,27,1A,Superfast,0.7996,0.0061,Sat,1
19,23,2A,Duronto,0.5008,0.6239,Tue,0
56,98,1A,Duronto,0.0245,0.095,Tue,0
15,40,2A,Rajdhani,0.2628,0.8046,Fri,0
54,60,3A,Express,0.8804,0.317,Sun,0
2,4,2A,Express,0.8179,0.2621,Tue,0
54,96,SL,Duronto,0.186,0.5007,Wed,0
37,10,1A,Mail,0.2462,0.49,Fri,0
19,7,SL,Rajdhani,0.9436,0.1762,Thu,1
33,20,2A,Express,0.403,0.8801,Fri,1
39,95,3A,Superfast,0.1403,0.9568,Fri,0
50,63,2A,Superfast,0.5006,0.2036,Thu,0
33,4,1A,Express,0.4715,0.2676,Wed,0
1,33,SL,Rajdhani,0.9728,0.0528,Sun,1
39,8,2A,Mail,0.6454,0.427,Sat,0
28,37,3A,Mail,0.4546,0.3474,Sat,0
17,42,2A,Express,0.3701,0.2962,Tue,1
57,95,SL,Rajdhani,0.614,0.9147,Sun,0
6,9,1A,Mail,0.5327,0.3101,Mon,1
52,11,SL,Express,0.6692,0.3654,Tue,0
44,98,3A,Duronto,0.5493,0.4093,Tue,0
20,102,3A,Duronto,0.9089,0.3365,Tue,1
47,17,3A,Mail,0.004,0.66,Sat,0
13,86,1A,Rajdhani,0.56,0.9335,Sun,1
12,11,SL,Mail,0.7929,0.0578,Sun,1
30,30,1A,Rajdhani,0.0895,0.0637,Mon,0
21,10,2A,Mail,0.0935,0.9994,Tue,0
2,97,3A,Superfast,0.0947,0.7717,Mon,1
53,26,1A,Duronto,0.9417,0.3725,Tue,0
18,20,3A,Duronto,0.8458,0.5187,Wed,1
28,73,2A,Rajdhani,0.1092,0.7771,Tue,0
4,12,2A,Mail,0.651,0.0989,Mon,0
42,44,1A,Duronto,0.5822,0.336,Wed,0
43,46,3A,Express,0.134,0.7421,Fri,0
53,24,1A,Mail,0.5275,0.6487,Sun,0
6,76,1A,Rajdhani,0.0398,0.4024,Tue,1
38,104,2A,Rajdhani,0.0059,0.3993,Sun,0
9,63,1A,Express,0.2891,0.9535,Thu,1
20,69,1A,Superfast,0.9192,0.7768,Mon,0
45,98,3A,Duronto,0.5606,0.9755,Fri,0
30,27,3A,Superfast,0.0315,0.5069,Fri,1
37,19,3A,Rajdhani,0.0348,0.6033,Thu,1
38,83,2A,Rajdhani,0.1197,0.6936,Wed,1
4,40,3A,Mail,0.2717,0.3998,Fri,0
38,3,2A,Rajdhani,0.1528,0.3675,Sun,1
50,83,1A,Duronto,0.2246,0.0168,Sat,0
60,68,SL,Duronto,0.158,0.3712,Fri,0
13,85,1A,Rajdhani,0.7766,0.227,Tue,1
55,23,2A,Superfast,0.4046,0.3846,Mon,0
35,107,2A,Mail,0.6733,0.3721,Sat,0
30,16,1A,Rajdhani,0.3068,0.2639,Sun,1
42,4,SL,Mail,0.4504,0.8396,Mon,1
4,56,1A,Express,0.6094,0.9611,Mon,1
25,25,SL,Express,0.068,0.5387,Wed,0
31,99,3A,Express,0.2524,0.888,Sun,0
47,71,SL,Express,0.9632,0.8157,Sun,0
12,72,1A,Express,0.8559,0.9296,Sat,1
15,16,2A,Superfast,0.9284,0.9268,Mon,0
53,55,3A,Superfast,0.0399,0.054,Thu,0
57,7,3A,Superfast,0.5641,0.2296,Mon,0
26,63,SL,Rajdhani,0.2775,0.5663,Wed,1
58,68,SL,Express,0.8449,0.6985,Sat,0
10,9,SL,Mail,0.5971,0.8622,Thu,1
12,49,1A,Express,0.1896,0.0599,Sun,1
58,54,3A,Rajdhani,0.069,0.0766,Fri,0
22,13,3A,Rajdhani,0.702,0.1828,Wed,0
40,90,SL,Rajdhani,0.9297,0.8496,Mon,0
53,26,1A,Superfast,0.3204,0.3092,Wed,0
21,4,3A,Mail,0.4332,0.0785,Tue,0
35,78,3A,Express,0.7329,0.7991,Sun,0
7,27,3A,Rajdhani,0.591,0.1923,Sun,1
18,4,3A,Express,0.6186,0.1259,Mon,1
27,85,3A,Express,0.2642,0.3475,Fri,0
60,11,2A,Superfast,0.1058,0.7232,Tue,0
35,105,3A,Express,0.4721,0.1701,Thu,0
47,7,SL,Duronto,0.5535,0.4943,Thu,0
2,58,3A,Mail,0.7702,0.3538,Wed,1
32,64,3A,Duronto,0.0791,0.0062,Sun,1
15,98,SL,Superfast,0.1887,0.3373,Mon,1
45,59,2A,Express,0.2267,0.4854,Tue,0
24,79,SL,Mail,0.5454,0.2047,Fri,1
20,54,SL,Mail,0.4126,0.2267,Fri,1
10,93,SL,Express,0.7058,0.1046,Fri,1
56,42,1A,Rajdhani,0.8606,0.2879,Thu,0
24,40,3A,Express,0.6218,0.6263,Fri,1
24,9,3A,Duronto,0.8712,0.726,Tue,0
24,97,3A,Mail,0.6581,0.9378,Tue,1
40,115,SL,Express,0.5884,0.8554,Sun,0
48,74,3A,Duronto,0.5391,0.1076,Fri,0
60,83,1A,Rajdhani,0.5017,0.7474,Sat,0
57,106,2A,Rajdhani,0.1701,0.5387,Sat,0
48,6,3A,Rajdhani,0.4928,0.5401,Fri,0
34,20,3A,Rajdhani,0.7771,0.3101,Sat,0
41,74,SL,Superfast,0.5468,0.4683,Tue,1
40,100,2A,Superfast,0.4277,0.7172,Fri,1
11,86,2A,Superfast,0.9399,0.7627,Mon,1
26,43,2A,Rajdhani,0.0204,0.4503,Sun,1
1,94,3A,Rajdhani,0.1267,0.7052,Fri,1
30,81,2A,Mail,0.8956,0.7094,Wed,0
53,87,SL,Express,0.1191,0.9121,Sun,0
43,85,2A,Express,0.5566,0.4253,Mon,0
18,36,3A,Superfast,0.9195,0.2366,Thu,1
26,110,2A,Express,0.6851,0.3473,Tue,0
53,43,2A,Superfast,0.4409,0.4213,Fri,0
47,64,SL,Express,0.0812,0.1966,Fri,0
56,113,2A,Mail,0.2042,0.1169,Sun,0
9,5,3A,Rajdhani,0.7054,0.9132,Sat,1
9,37,1A,Duronto,0.6921,0.292,Sat,1
1,92,3A,Mail,0.5852,0.9375,Thu,1
7,42,2A,Express,0.5224,0.706,Tue,1
44,56,SL,Duronto,0.2899,0.3031,Sat,1
59,74,SL,Duronto,0.6422,0.3113,Sat,0
56,79,3A,Duronto,0.9473,0.2904,Fri,0
42,69,SL,Rajdhani,0.6551,0.4451,Sat,0
51,64,2A,Mail,0.8819,0.0543,Thu,0
16,54,1A,Superfast,0.7159,0.1099,Sun,1
38,111,SL,Rajdhani,0.752,0.0239,Wed,0
11,34,1A,Rajdhani,0.13,0.0741,Fri,1
51,23,SL,Superfast,0.0972,0.4265,Sat,0
25,37,3A,Duronto,0.3172,0.0506,Wed,0
29,2,2A,Duronto,0.3761,0.4118,Sun,1
19,50,1A,Express,0.6377,0.8521,Mon,0
18,60,1A,Duronto,0.3976,0.4001,Thu,1
57,39,3A,Express,0.3182,0.2339,Sat,0
47,53,SL,Superfast,0.9941,0.3434,Fri,0
59,65,3A,Duronto,0.5926,0.5494,Sun,0
29,114,1A,Rajdhani,0.0637,0.0507,Mon,0
16,59,SL,Express,0.0202,0.4545,Thu,0
46,14,3A,Mail,0.7348,0.5724,Sun,0
40,85,1A,Rajdhani,0.4626,0.818,Wed,1
8,45,1A,Duronto,0.8948,0.6567,Sun,1
34,109,SL,Duronto,0.7443,0.3784,Tue,0
6,54,3A,Express,0.7934,0.8229,Sun,1
45,3,SL,Mail,0.215,0.1041,Fri,0
45,23,2A,Mail,0.3466,0.2534,Thu,1
53,82,3A,Superfast,0.6805,0.5586,Sat,0
30,93,SL,Duronto,0.8432,0.9078,Sat,0
44,85,SL,Superfast,0.8101,0.4282,Tue,0
34,102,2A,Express,0.3371,0.8596,Tue,0
21,111,SL,Duronto,0.5917,0.2597,Tue,1
52,39,3A,Superfast,0.0034,0.4122,Mon,0
57,26,2A,Superfast,0.9329,0.4462,Thu,0
12,78,3A,Express,0.2784,0.5829,Sun,1
49,51,3A,Express,0.1235,0.7991,Tue,0
6,36,SL,Mail,0.776,0.9278,Tue,1
39,117,SL,Rajdhani,0.7113,0.4247,Thu,1
60,0,3A,Express,0.369,0.4495,Fri,0
6,75,1A,Express,0.3983,0.1054,Sun,1
53,8,SL,Duronto,0.7021,0.7078,Mon,0
60,82,3A,Mail,0.0239,0.4184,Wed,0
4,17,SL,Express,0.9525,0.6575,Sat,1
53,38,3A,Superfast,0.9282,0.6028,Wed,0
9,74,SL,Superfast,0.3985,0.0058,Mon,1
5,74,2A,Mail,0.746,0.04,Fri,0
10,29,1A,Mail,0.5665,0.8682,Tue,1
47,19,3A,Duronto,0.703,0.1636,Tue,0
8,115,SL,Express,0.9077,0.4754,Mon,0
23,14,2A,Express,0.4296,0.3531,Tue,1
4,120,3A,Superfast,0.4306,0.5578,Tue,1
58,63,1A,Superfast,0.8385,0.3102,Fri,0
37,118,1A,Rajdhani,0.0233,0.4162,Thu,0
7,24,1A,Mail,0.2556,0.1706,Sat,1
6,48,2A,Mail,0.1397,0.4971,Sat,1
45,66,2A,Express,0.8974,0.8681,Wed,0
51,106,2A,Rajdhani,0.5646,0.9536,Wed,0
42,25,1A,Duronto,0.0404,0.2055,Mon,0
15,44,2A,Mail,0.4171,0.1495,Mon,0
35,91,1A,Express,0.8253,0.1802,Mon,0
50,5,3A,Express,0.0934,0.4186,Sun,0
32,109,3A,Express,0.2952,0.0911,Sun,0
14,31,3A,Superfast,0.8943,0.8195,Sun,0
35,74,SL,Express,0.0648,0.262,Fri,0
11,76,1A,Rajdhani,0.9961,0.43,Sun,0
10,16,2A,Rajdhani,0.3097,0.2286,Mon,1
17,45,1A,Duronto,0.0374,0.1891,Sun,0
13,52,1A,Superfast,0.1581,0.0256,Sat,0
57,109,SL,Rajdhani,0.6407,0.4381,Mon,0
34,99,2A,Express,0.1334,0.8715,Tue,0
60,93,SL,Duronto,0.7617,0.2351,Mon,1
45,3,SL,Superfast,0.3948,0.1721,Sat,0
51,77,3A,Rajdhani,0.8978,0.4286,Tue,1
5,109,1A,Mail,0.0791,0.9044,Thu,1
48,27,2A,Duronto,0.3963,0.3543,Fri,1
10,70,3A,Duronto,0.5894,0.3929,Sun,1
32,15,SL,Superfast,0.8453,0.8885,Thu,0
12,77,SL,Duronto,0.5353,0.4543,Fri,0
52,100,3A,Superfast,0.7508,0.6179,Mon,0
13,38,3A,Mail,0.6277,0.2477,Sat,0
21,112,3A,Superfast,0.2895,0.4986,Thu,1
48,90,3A,Duronto,0.4035,0.6333,Tue,0
54,29,3A,Rajdhani,0.8437,0.4059,Wed,0
53,78,2A,Duronto,0.1083,0.8994,Wed,0
58,56,1A,Duronto,0.9683,0.6061,Tue,0
33,55,2A,Superfast,0.6305,0.9061,Thu,0
54,38,1A,Superfast,0.4213,0.214,Thu,0
41,41,1A,Duronto,0.8671,0.023,Sun,1
48,17,3A,Rajdhani,0.5719,0.3009,Sun,0
51,74,2A,Duronto,0.6971,0.9181,Wed,0
47,21,2A,Duronto,0.1007,0.8167,Wed,0
50,109,SL,Express,0.8288,0.5976,Tue,0
54,3,2A,Rajdhani,0.9145,0.6585,Sun,0
32,2,2A,Duronto,0.0882,0.9087,Fri,1
12,60,SL,Mail,0.2254,0.8386,Sun,0
46,23,1A,Rajdhani,0.408,0.7975,Mon,0
35,77,1A,Rajdhani,0.5101,0.0359,Sun,0
36,51,3A,Rajdhani,0.9056,0.5268,Tue,0
38,66,1A,Rajdhani,0.9988,0.4633,Sat,0
48,30,1A,Superfast,0.7461,0.9838,Fri,0
28,52,2A,Rajdhani,0.7416,0.5009,Wed,1
13,60,SL,Superfast,0.782,0.1677,Sun,1
12,120,3A,Rajdhani,0.1651,0.0988,Sun,1
22,57,2A,Mail,0.4151,0.116,Sun,1
44,34,2A,Express,0.7664,0.8609,Sat,0
2,30,2A,Superfast,0.903,0.3903,Sun,1
29,56,SL,Express,0.928,0.5616,Fri,1
13,115,3A,Superfast,0.0016,0.9088,Sun,1
35,75,3A,Superfast,0.9231,0.9723,Sun,1
13,9,2A,Rajdhani,0.9475,0.895,Mon,0
57,83,1A,Duronto,0.002,0.5582,Tue,1
34,17,SL,Rajdhani,0.012,0.1562,Fri,0
19,107,3A,Duronto,0.2704,0.2286,Tue,1
9,55,3A,Rajdhani,0.058,0.8996,Wed,0
52,35,3A,Rajdhani,0.6205,0.681,Sun,1
31,50,1A,Mail,0.4457,0.1266,Sat,0
33,60,1A,Mail,0.2346,0.4832,Sun,0
27,18,SL,Mail,0.7909,0.2003,Thu,1
45,80,1A,Express,0.1719,0.0909,Sat,1
2,103,1A,Superfast,0.7662,0.6467,Mon,1
15,10,2A,Superfast,0.973,0.6542,Sat,0
19,4,1A,Rajdhani,0.5815,0.1192,Tue,0
57,100,3A,Superfast,0.8253,0.6719,Sat,0
31,44,SL,Mail,0.0994,0.5487,Sun,0
57,99,2A,Mail,0.3045,0.5733,Mon,0
16,44,2A,Duronto,0.6903,0.331,Fri,0
43,47,SL,Duronto,0.7003,0.4487,Thu,0
15,107,2A,Express,0.1165,0.0752,Thu,0
6,13,2A,Superfast,0.9168,0.9181,Thu,1
14,116,SL,Duronto,0.9495,0.0337,Sat,0
27,27,2A,Superfast,0.0317,0.4815,Sat,0
38,116,1A,Duronto,0.8108,0.5972,Sun,0
19,8,SL,Express,0.1377,0.1962,Tue,1
37,58,3A,Mail,0.1222,0.9902,Fri,0
43,37,SL,Rajdhani,0.7003,0.0488,Wed,0
4,92,1A,Rajdhani,0.0808,0.058,Fri,1
58,24,1A,Rajdhani,0.4483,0.2385,Fri,0
26,71,3A,Rajdhani,0.3843,0.7818,Wed,0
60,47,1A,Mail,0.6791,0.8477,Sun,0
9,18,3A,Duronto,0.7963,0.2791,Sat,1
41,1,3A,Express,0.2108,0.5111,Sun,0
49,5,SL,Express,0.1846,0.3855,Thu,0
40,29,SL,Rajdhani,0.9065,0.8178,Wed,0
15,60,SL,Rajdhani,0.0059,0.262,Thu,0
41,1,3A,Rajdhani,0.5615,0.6485,Fri,0
37,50,2A,Rajdhani,0.5929,0.5137,Sat,0
4,82,2A,Superfast,0.8188,0.8619,Mon,1
26,12,SL,Duronto,0.2174,0.3082,Sat,0
52,48,2A,Rajdhani,0.9494,0.2728,Thu,1
18,116,3A,Duronto,0.069,0.3034,Fri,0
41,7,3A,Express,0.3039,0.3977,Wed,0
53,8,1A,Duronto,0.2456,0.4164,Wed,0
59,22,1A,Superfast,0.2168,0.2865,Mon,0
35,100,2A,Express,0.1671,0.5479,Thu,0
54,71,2A,Rajdhani,0.186,0.9597,Mon,0
41,72,1A,Rajdhani,0.7748,0.8816,Fri,1
41,15,3A,Express,0.9652,0.6167,Sat,0
60,15,SL,Rajdhani,0.7726,0.8844,Wed,0
29,11,SL,Rajdhani,0.2502,0.4239,Mon,0
53,88,2A,Rajdhani,0.2501,0.698,Tue,0
24,120,2A,Express,0.7324,0.6742,Thu,0
4,10,1A,Superfast,0.3301,0.7768,Tue,1
21,81,SL,Superfast,0.7985,0.0583,Fri,1
39,12,1A,Duronto,0.0145,0.1966,Sat,0
7,34,1A,Superfast,0.3752,0.4819,Tue,1
23,81,2A,Superfast,0.3839,0.4383,Thu,0
40,106,2A,Rajdhani,0.3286,0.13,Mon,0
59,93,1A,Duronto,0.7175,0.0735,Wed,0
21,42,2A,Superfast,0.6747,0.4283,Tue,0
1,100,3A,Duronto,0.9953,0.1371,Sun,1
59,29,1A,Express,0.6138,0.748,Sun,1
41,59,SL,Superfast,0.8344,0.2431,Sun,1
25,66,1A,Rajdhani,0.2386,0.6747,Fri,0
31,28,2A,Mail,0.6527,0.8937,Tue,1
55,24,2A,Rajdhani,0.4838,0.3382,Sat,0
44,65,2A,Mail,0.854,0.3735,Sun,0
38,110,2A,Mail,0.8815,0.8896,Thu,0
45,4,2A,Express,0.2539,0.7811,Wed,0
5,94,1A,Superfast,0.0597,0.8604,Sun,1
53,4,2A,Mail,0.539,0.5084,Tue,0
31,84,3A,Mail,0.3361,0.3693,Sun,0
51,111,3A,Mail,0.7109,0.6786,Wed,0
58,48,1A,Duronto,0.0059,0.2478,Sun,0
1,25,1A,Superfast,0.6884,0.5729,Tue,1
54,70,3A,Mail,0.5389,0.6635,Mon,0
56,29,3A,Superfast,0.3237,0.4835,Thu,0
30,97,2A,Duronto,0.5736,0.6213,Sat,0
18,27,1A,Rajdhani,0.9344,0.8706,Fri,0
8,13,1A,Rajdhani,0.886,0.2436,Sat,1
56,17,2A,Mail,0.873,0.0326,Sat,0
26,56,1A,Duronto,0.2369,0.8812,Sun,0
40,107,2A,Rajdhani,0.4037,0.6125,Sun,1
58,80,3A,Express,0.0726,0.5886,Mon,0
15,24,3A,Express,0.1302,0.5896,Wed,0
19,69,3A,Express,0.2366,0.6951,Wed,0
10,4,SL,Mail,0.8837,0.5506,Sat,0
24,52,2A,Mail,0.12,0.793,Mon,1
16,84,3A,Rajdhani,0.351,0.4228,Wed,1
43,117,3A,Mail,0.0298,0.5891,Wed,0
31,38,2A,Rajdhani,0.2626,0.679,Wed,0
44,56,SL,Mail,0.7981,0.7609,Sun,1
16,113,1A,Duronto,0.9255,0.4484,Wed,1
16,83,3A,Superfast,0.4129,0.1559,Wed,0
28,10,SL,Express,0.2797,0.3677,Mon,0
20,68,3A,Express,0.5745,0.5322,Tue,0
35,101,3A,Duronto,0.0277,0.9409,Tue,0
59,102,2A,Mail,0.3334,0.7911,Sun,1
9,98,SL,Rajdhani,0.7861,0.9347,Sat,1
40,98,3A,Superfast,0.0198,0.8797,Sat,0
10,120,2A,Rajdhani,0.2757,0.3967,Sun,1
45,24,3A,Superfast,0.194,0.3794,Mon,1
18,29,2A,Rajdhani,0.3524,0.658,Wed,0
45,1,1A,Superfast,0.0723,0.3562,Fri,0
45,83,3A,Duronto,0.4272,0.6759,Thu,1
15,35,2A,Duronto,0.4705,0.426,Sun,1
45,36,3A,Duronto,0.0961,0.1845,Mon,1
30,1,2A,Mail,0.821,0.7509,Fri,0
48,111,1A,Superfast,0.7277,0.1243,Wed,0
32,107,2A,Rajdhani,0.2618,0.154,Wed,0
40,46,SL,Mail,0.1439,0.237,Tue,0
27,90,2A,Superfast,0.9983,0.5209,Tue,0
27,95,SL,Mail,0.0265,0.6423,Thu,0
19,58,2A,Express,0.5186,0.1293,Sun,1
10,3,2A,Mail,0.7357,0.3391,Wed,1
44,90,2A,Express,0.9378,0.6335,Wed,0
46,93,2A,Mail,0.5222,0.3958,Sat,0
6,66,SL,Rajdhani,0.5767,0.1375,Mon,1
53,45,2A,Express,0.8913,0.5432,Tue,0
24,108,2A,Express,0.4079,0.6508,Fri,0
9,90,2A,Express,0.3733,0.0456,Mon,1
27,101,2A,Duronto,0.8908,0.5013,Sat,0
7,35,2A,Superfast,0.7268,0.4424,Mon,0
6,64,1A,Superfast,0.6666,0.0085,Wed,1
54,98,1A,Mail,0.1639,0.4515,Thu,0
33,55,1A,Superfast,0.4271,0.564,Tue,1
21,75,1A,Mail,0.3974,0.2314,Thu,0
46,34,2A,Express,0.9144,0.0327,Thu,0
56,118,3A,Superfast,0.0475,0.1231,Mon,0
38,81,1A,Mail,0.9845,0.9662,Thu,1
44,109,SL,Express,0.9136,0.4038,Sun,0
17,100,SL,Duronto,0.6363,0.2396,Mon,0
31,22,2A,Rajdhani,0.4253,0.5422,Thu,0
37,96,1A,Superfast,0.7702,0.8015,Mon,0
11,77,3A,Express,0.8343,0.4381,Sat,0
28,43,3A,Rajdhani,0.173,0.8621,Tue,0
5,0,1A,Rajdhani,0.8757,0.9049,Thu,0
12,90,SL,Mail,0.1466,0.6345,Mon,0
3,87,1A,Duronto,0.4053,0.5566,Wed,0
56,65,1A,Mail,0.2036,0.0186,Sat,0
41,11,3A,Duronto,0.5402,0.5934,Thu,0
38,12,3A,Rajdhani,0.9313,0.5228,Mon,1
54,26,1A,Rajdhani,0.3445,0.2007,Thu,0
2,19,SL,Superfast,0.8181,0.1811,Wed,1
26,110,SL,Rajdhani,0.5128,0.9584,Wed,0
2,111,SL,Mail,0.8143,0.7984,Tue,1
54,114,1A,Mail,0.9004,0.2198,Sat,0
12,100,1A,Rajdhani,0.4343,0.6823,Fri,0
40,97,2A,Rajdhani,0.3952,0.4991,Thu,1
2,5,1A,Duronto,0.2123,0.8457,Wed,1
41,7,SL,Rajdhani,0.8908,0.1842,Mon,0
16,20,SL,Rajdhani,0.7447,0.0951,Wed,0
60,102,3A,Mail,0.4615,0.6265,Mon,0
30,20,3A,Mail,0.3908,0.0359,Fri,0
57,44,SL,Mail,0.1023,0.8897,Tue,0
47,69,SL,Superfast,0.2001,0.9442,Sun,0
46,104,1A,Duronto,0.2831,0.472,Wed,0
52,43,3A,Duronto,0.8848,0.587,Sun,0
36,58,SL,Rajdhani,0.6676,0.6023,Sun,1
